game_id,play_id,n_defenders,num_frames_output,corridor_len,dacs_mean,dacs_max,dacs_final,dacs_final_lo,dacs_final_hi,peak_collapse_rate,time_to_50pct,top_contributor_nfl_id,top_contributor_ps_pct,ce_mean_norm,ce_final_norm,bfoi,coverage_intensity,eaepa_model,eaepa_realized,baseline_epa,expected_epa_coverage,actual_epa,dvi,prob_catch,prob_incomplete,prob_interception,pursuit_eff_mean,pursuit_eff_min,hrt_mean,hrt_min,arrival_mean,arrival_min,pass_result,route_of_targeted_receiver,expected_points_added,pass_length,pass_location_type,team_coverage_man_zone
2023091702,55,7,7,12.01635751839514,0.0,0.0,0.0,0.0,0.0,0.0,,48026,0.0,0.0,0.0,0.0,0.2897266842452228,-0.18120011919788065,-0.4932372644543648,0.10250460356473923,0.2837047227626199,0.595741868019104,0.08332361044339939,0.7172157489008791,0.2616465804716906,0.021137670627430258,0.772518598500552,0.5450371970011042,0.6000000000000001,0.6000000000000001,,,C,HITCH,0.595741868019104,4,INSIDE_BOX,ZONE_COVERAGE
2023091702,134,7,13,25.352665474346388,0.0,0.0,0.0,0.0,0.0,0.0,,44872,0.0,0.0,0.0,0.0,0.2576970337075578,-0.13071617684830034,0.09848790615797043,0.1483496129512787,0.279065789799579,0.04986170679330826,0.08420485308308041,0.7219410552120601,0.25324553298437136,0.02481341180356855,0.9013314137742552,0.8026628275485103,0.2,0.2,,,C,OUT,0.04986170679330826,5,INSIDE_BOX,MAN_COVERAGE
2023091702,164,7,7,11.667550122042046,0.0,0.0,0.0,0.0,0.0,0.0,,54496,0.0,0.0,0.0,0.0,0.12611554409770853,-0.16975445015921564,-1.0464284271001816,0.22719527781009674,0.3969497279693124,1.2736237049102783,0.10244280174803912,0.7723376794103776,0.20933294413238546,0.018329376457236948,0.6936754606602435,0.3873509213204872,0.2,0.2,,,C,HITCH,1.2736237049102783,7,OUTSIDE_RIGHT,ZONE_COVERAGE
2023091702,189,7,7,8.137445530456777,0.0,0.0,0.0,0.0,0.0,0.0,,48026,0.0,0.0,0.0,0.0,0.35,-0.7320615352652938,-0.32940587401390076,-0.015636861324310303,0.7164246739409835,0.31376901268959045,0.17000875523336997,0.9147076859912049,0.08158237926318239,0.003709934745612672,,,,,,,C,SCREEN,0.31376901268959045,-1,INSIDE_BOX,ZONE_COVERAGE
2023091702,336,8,7,14.74768211480346,0.0,0.0,0.0,0.0,0.0,0.0,,54496,0.0,0.0,0.0,0.0,0.2458571038749296,-0.10334486566245027,-1.9815366864204407,0.12802833318710327,0.23137319884955354,2.109565019607544,0.07774082532297479,0.7018464246867956,0.27056676300559246,0.02758681230761192,0.8537751381459594,0.7075502762919188,0.2,0.2,,,C,SLANT,2.109565019607544,8,OUTSIDE_RIGHT,ZONE_COVERAGE
2023091702,504,7,8,11.40342360328776,0.0,0.0,0.0,0.0,0.0,0.0,,53819,0.0,0.0,0.0,0.0,0.2576866870855466,0.07278602575346721,0.183587945997715,0.29907333850860596,0.22628731275513875,0.11548539251089096,0.07593537802305321,0.6938304849428647,0.28128155856369763,0.024887956493437613,0.9251963266393423,0.7755889799180264,0.20000000000000004,0.2,,,C,SLANT,0.11548539251089096,6,INSIDE_BOX,ZONE_COVERAGE
2023091702,529,6,21,40.47478534397094,0.0,0.0,0.0,0.0,0.0,0.0,,42393,0.0,0.0,0.0,0.0,0.22778754177478736,1.5392926638136162,1.6850987523794174,0.18789444863796234,-1.3513982151756538,-1.497204303741455,0.05716357869149721,0.1504310518503189,0.6710677146911621,0.17850123345851898,0.9846317998542258,0.9538953995626772,0.2,0.2,2.1,2.1,I,GO,-1.497204303741455,27,INSIDE_BOX,ZONE_COVERAGE
2023091702,584,7,8,15.52142453579187,0.0,0.0,0.0,0.0,0.0,0.0,,47855,0.0,0.0,0.0,0.0,0.35,-0.026010947745359336,-0.8677368015050888,0.16037632524967194,0.18638727299503127,1.0281131267547607,0.06737873595133802,0.6483210337317009,0.33910358015280884,0.012575386115490247,0.9882417105858471,0.9647251317575413,0.2333333333333333,0.2,,,C,SLANT,1.0281131267547607,9,INSIDE_BOX,ZONE_COVERAGE
2023091702,638,7,10,18.018485043628687,0.0,0.0,0.0,0.0,0.0,0.0,,44872,0.0,0.0,0.0,0.0,0.10567157922267797,-0.7628724578726492,-0.10842925682663918,-0.005658257752656937,0.7572142001199923,0.10277099907398224,0.18384741198472307,0.9389939440724635,0.056047820513570226,0.004958235413966256,0.3561153624030778,0.3561153624030778,0.8,0.8,,,C,HITCH,0.10277099907398224,2,INSIDE_BOX,ZONE_COVERAGE
2023091702,663,6,30,50.22576162557455,0.0,0.0,0.0,0.0,0.0,0.0,,54496,0.0,0.0,0.0,0.0,0.3153596325353719,0.4942483280930804,1.237991213798523,0.6538873910903931,0.15963906299731268,-0.5841038227081299,0.06362466458158288,0.6145330324704635,0.38281779078737577,0.0026491767421607587,1.0,1.0,0.22499999999999998,0.2,,,I,GO,-0.5841038227081299,41,INSIDE_BOX,ZONE_COVERAGE
