top_contributor_nfl_id,plays,total_epa_prevented,avg_dacs,avg_collapse
54632,73,40.00731803564083,3.993150684931507,61.23287671232877
43351,68,31.758936854259083,1.2426470588235294,17.058823529411764
53601,71,27.49442803371334,0.4154929577464789,35.563380281690144
53476,72,26.8702941490172,0.5972222222222222,68.05555555555556
44878,59,24.14214585820514,3.2966101694915255,61.86440677966102
44911,76,23.048880233651936,1.4144736842105263,60.13157894736842
46073,55,21.3843101577812,4.072727272727272,107.45454545454545
52458,50,20.317811128335055,0.04,80.4
44902,69,19.98097416456834,1.4492753623188406,26.231884057971016
54469,78,19.302685004340702,0.4423076923076923,43.14102564102564
40017,42,19.29537272749626,1.1547619047619047,109.88095238095238
46700,36,19.104074991804712,11.222222222222221,101.80555555555556
56097,45,18.269890654463698,2.411111111111111,76.77777777777777
47816,54,17.262149834778036,0.2037037037037037,8.518518518518519
38540,73,15.624171670038903,1.36986301369863,59.31506849315068
44904,29,15.434552256012902,6.931034482758621,66.03448275862068
53566,39,13.58091202255691,0.08974358974358976,10.0
44830,43,13.524637549116811,2.3488372093023258,49.53488372093023
43700,42,13.42810955108056,0.08333333333333333,55.833333333333336
45287,34,13.410722325058856,3.264705882352941,83.38235294117646
56086,50,13.360302456332366,2.36,68.3
52435,36,13.240074592482786,1.375,17.22222222222222
46211,59,13.171038055574558,3.7457627118644066,66.77966101694915
46077,27,12.967619845631548,2.240740740740741,36.666666666666664
44926,33,12.483733146286378,4.318181818181818,132.87878787878788
44872,26,12.267866300898987,0.0,6.153846153846154
53533,97,11.963508003136162,1.9536082474226804,35.0
47881,21,11.94567843574788,3.619047619047619,47.857142857142854
52473,27,11.885752547506197,1.6296296296296295,26.666666666666668
53609,33,11.79654281732481,1.0303030303030303,48.93939393939394
55869,48,11.769390234367844,4.458333333333333,36.041666666666664
54492,26,11.707034556566896,2.8653846153846154,37.88461538461539
46127,20,11.19459926405081,5.1,51.0
55888,62,11.168352259910172,0.12903225806451613,40.32258064516129
54486,27,11.108926388293286,10.074074074074074,137.77777777777777
54514,34,10.993621905137768,6.544117647058823,98.82352941176471
52431,35,10.976616119193718,5.8428571428571425,51.714285714285715
56074,32,10.933933632888094,0.0,4.21875
46456,74,10.9267773176648,2.304054054054054,87.02702702702703
43294,26,10.864443791019388,0.038461538461538464,15.192307692307692
52272,30,10.706396989249697,9.916666666666666,113.5
46304,21,10.602827963651025,0.0,0.0
39984,75,10.315019524811744,1.0266666666666666,27.866666666666667
53953,71,10.14109517989253,0.8802816901408451,38.80281690140845
47956,22,9.42166707980214,2.7045454545454546,21.136363636363637
52411,54,9.322023581351186,1.8518518518518519,41.666666666666664
38588,23,9.248831872626141,2.108695652173913,16.956521739130434
47855,20,9.188758471613786,5.325,35.74999999999999
54479,35,9.14152291465211,11.6,118.14285714285714
52546,51,8.923631168106661,2.480392156862745,76.47058823529412
46139,23,8.754028467144547,0.10869565217391304,1.3043478260869565
46087,29,8.559071552793677,0.0,52.41379310344828
47822,55,8.39813127160917,0.0,2.6363636363636362
54618,60,8.258852482175184,0.05,61.333333333333336
53505,57,8.239609585719531,2.2280701754385963,73.85964912280701
46124,50,8.117111868231731,0.05,53.8
53531,26,8.098233604566301,0.0,12.115384615384615
54679,22,8.055230783209467,8.75,70.22727272727273
54607,22,7.561349913149092,0.0,40.22727272727273
54650,41,7.499782117395791,0.0,51.46341463414634
43986,23,7.401727999568225,0.0,12.391304347826088
53503,72,7.39034760983612,2.7916666666666665,85.20833333333333
47877,48,7.2971721627760076,1.7083333333333333,40.416666666666664
47963,26,7.2201243912288104,0.0,9.807692307692308
46085,30,7.178857143403779,3.35,18.833333333333332
52613,27,7.171145686120203,5.333333333333333,95.74074074074075
46188,20,6.7365747167564685,5.675,49.24999999999999
42361,71,6.331908655765984,0.0,24.859154929577464
54533,40,6.24334235934875,0.2625,33.25
42816,23,6.05254748321812,4.434782608695652,27.391304347826086
54969,25,5.4634222979782034,4.06,44.8
55969,36,5.418901580764727,0.013888888888888888,20.833333333333332
54687,27,5.337555248078684,0.16666666666666666,10.74074074074074
48241,28,5.142276484995563,0.5178571428571428,11.071428571428571
55897,43,4.952812049282333,0.10465116279069768,44.30232558139535
54701,27,4.911056270940728,0.0,32.22222222222222
56353,20,4.596128961450871,0.0,1.75
52417,31,4.47957201011328,0.0,54.516129032258064
44839,21,4.093193423438336,6.4523809523809526,131.66666666666666
47947,22,4.060819264100716,14.386363636363637,110.9090909090909
44893,48,4.050272051497846,0.0,26.666666666666668
47931,24,3.8507841442184194,2.0208333333333335,25.416666666666668
54936,54,3.799511464385929,1.9166666666666667,52.22222222222222
48516,31,3.563474284458875,0.016129032258064516,1.1290322580645162
55909,21,3.545584563582242,4.833333333333333,58.80952380952381
46259,37,3.322895150921833,9.14864864864865,175.0
44869,30,3.219097162092972,3.75,57.333333333333336
54500,33,3.1340201002870143,3.0303030303030303,75.3030303030303
55137,51,3.0999132889948955,0.23529411764705882,24.901960784313726
53455,27,3.0066367153401865,14.62962962962963,145.92592592592592
54525,59,2.9812738193179156,0.11016949152542373,53.559322033898304
52444,34,2.959334808446419,9.882352941176471,161.3235294117647
53589,30,2.851999778256411,0.016666666666666666,42.5
53854,22,2.809039542995847,16.136363636363637,179.0909090909091
54622,47,2.6254175427655557,0.0,75.2127659574468
47817,20,2.476241710349934,0.0,0.0
42441,64,2.335507635338725,0.078125,16.40625
44823,54,2.3292762508868217,0.6296296296296297,53.24074074074074
46142,24,2.1441986648776714,8.729166666666666,73.33333333333333
47882,23,1.4951511350991171,21.02173913043478,204.7826086956522
44828,20,1.4547972466029906,0.875,8.75
54815,24,1.363217010021789,0.020833333333333332,25.20833333333333
44906,70,1.1385412611217698,2.8642857142857143,46.57142857142857
54677,56,1.1335554652862603,0.16964285714285715,17.321428571428573
55921,75,1.0586523351065589,0.006666666666666667,21.666666666666668
45004,24,0.7441970317108759,4.395833333333333,113.95833333333333
48027,29,0.5368530018718782,0.017241379310344827,3.4482758620689653
56540,28,0.5041080558420655,7.910714285714286,132.5
37078,63,0.43515085134692766,0.14285714285714285,19.523809523809526
53448,31,0.25818090009463823,3.0,23.225806451612904
53465,20,0.08305204041699765,2.025,99.25
46190,30,0.040998683985029594,4.766666666666667,106.83333333333333
38868,32,0.039772140536654566,9.59375,145.46875
44818,27,-0.16288366969557866,7.092592592592593,71.48148148148148
44888,22,-0.2618737767790269,8.159090909090908,67.5
54583,60,-0.34709646664957716,0.08333333333333333,46.0
42393,27,-0.3991223691797936,0.0,22.037037037037038
53883,21,-0.5477788056155578,6.095238095238095,80.23809523809524
53554,52,-0.8397320593740469,3.076923076923077,57.30769230769231
53462,41,-0.9010992566288063,3.548780487804878,87.4390243902439
52547,24,-1.0250276245549144,0.20833333333333334,26.25
46269,26,-1.801919228391149,3.730769230769231,30.192307692307693
46698,41,-1.9685700591947086,2.4390243902439024,82.3170731707317
56030,23,-2.3181171497193476,0.0,5.434782608695652
53438,52,-2.4072054983050726,0.07692307692307693,24.51923076923077
55881,26,-2.5924608741968025,0.0,70.96153846153847
46168,24,-2.6813914137293926,8.333333333333334,98.33333333333333
38607,27,-3.017074670760249,0.5740740740740741,29.074074074074073
52627,35,-3.069204888939887,0.12857142857142856,109.57142857142857
55925,46,-3.1239859296514876,7.054347826086956,101.19565217391305
54580,36,-3.2017086462295743,0.1388888888888889,26.944444444444443
52436,21,-3.3456735809402653,9.666666666666666,64.28571428571429
56045,46,-3.3542222770901473,0.5978260869565218,36.630434782608695
43299,30,-3.5758566218782466,0.25,65.16666666666667
52991,45,-3.7395144216748823,5.966666666666667,110.77777777777777
53596,28,-3.8358034853808687,2.607142857142857,41.07142857142857
55910,24,-3.8649462930018643,1.0625,69.16666666666667
53469,33,-4.051473489900018,2.727272727272727,88.03030303030303
38577,23,-4.083958046280883,5.086956521739131,80.8695652173913
55880,40,-4.547159972244038,0.05,45.75
43353,37,-4.61281469326535,2.72972972972973,67.29729729729729
43373,66,-4.689407768974839,1.5151515151515151,23.78787878787879
52424,54,-4.964537239531326,0.08333333333333333,22.685185185185187
43387,32,-5.0241172470536455,5.4375,173.59375
43641,22,-5.654920634065344,0.045454545454545456,0.9090909090909091
43327,54,-5.664086029532462,0.0,19.537037037037038
