game_id,play_id,n_defenders,num_frames_output,corridor_len,dacs_mean,dacs_max,dacs_final,dacs_final_lo,dacs_final_hi,peak_collapse_rate,time_to_50pct,top_contributor_nfl_id,top_contributor_ps_pct,ce_mean_norm,ce_final_norm,bfoi,coverage_intensity,eaepa_model,eaepa_realized,baseline_epa,expected_epa_coverage,actual_epa,dvi,prob_catch,prob_incomplete,prob_interception,pursuit_eff_mean,pursuit_eff_min,hrt_mean,hrt_min,arrival_mean,arrival_min,pass_result,route_of_targeted_receiver,pass_length,pass_location_type
2023091002,110,7,12,24.073858002782103,0.0,0.0,0.0,0.0,0.0,0.0,,54533,0.0,0.0,0.0,0.0,0.21278212986555625,-0.21559328396743227,-2.216215044260025,0.1483496129512787,0.36394289691871096,2.3645646572113037,0.11039047728748765,0.797965217942712,0.16162782564583036,0.04040695641145759,0.9757281758928893,0.9514563517857786,0.7000000000000001,0.2,,,C,OUT,5,INSIDE_BOX
2023091002,319,7,7,12.81822459187046,0.0,0.0,0.0,0.0,0.0,0.0,,43641,0.0,0.0,0.0,0.0,0.10336297446650322,-0.5248007120988527,0.4735792204737663,0.10250460356473923,0.6273053156635919,-0.3710746169090271,0.16073473122996618,0.89924072024855,0.08060742380116011,0.020151855950290027,0.7157896819880338,0.7157896819880338,0.2,0.2,,,C,OUT,4,INSIDE_BOX
2023091002,444,7,8,14.647718875846799,0.0,0.0,0.0,0.0,0.0,0.0,,46073,0.0,0.0,0.0,0.0,0.1307096410825727,-0.595984021156947,1.9846652150154114,-0.03580754995346069,0.5601764712034863,-2.020472764968872,0.14681154155834522,0.8734264545901935,0.10125883632784526,0.025314709081961314,0.7010593624101161,0.40211872482023225,0.2,0.2,,,I,FLAT,0,INSIDE_BOX
2023091002,599,6,25,46.56598617692438,12.82,55.50000000000001,0.0,0.0,0.0,295.0,1.0,54496,0.0,-1.786112777314174e-13,0.0,0.1282,0.27739934765554325,0.012024781345104957,1.1115164905786514,0.2267676740884781,0.21474289274337313,-0.8847488164901733,0.08696685309995404,0.7405906485607084,0.20752748115143319,0.051881870287858296,0.9687067525634826,0.9061202576904476,0.6666666666666666,0.2,2.5,2.5,I,POST,42,nan
2023091002,767,5,7,10.1796364805406,0.0,0.0,0.0,0.0,0.0,0.0,,52452,0.0,0.0,0.0,0.0,0.35,0.09595244115796575,0.6916471421718597,0.1483496129512787,0.052397171793312936,-0.543297529220581,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,1.0,1.0,0.2,0.2,,,C,SLANT,5,INSIDE_BOX
2023091002,819,7,5,18.06265083417652,0.0,0.0,0.0,0.0,0.0,0.0,,48026,0.0,0.0,0.0,0.0,0.35,0.14691436773744115,-0.20695112645626068,0.1993115395307541,0.052397171793312936,0.40626266598701477,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,1.0,1.0,0.2,0.2,,,C,OUT,5,OUTSIDE_LEFT
2023091002,873,5,11,24.028970663048266,0.0,0.0,0.0,0.0,0.0,0.0,,54525,0.0,0.0,0.0,0.0,0.28834443467477144,0.4262449234144228,-0.7408236265182495,0.6161611080169678,0.18991618460254495,1.3569847345352173,0.08342697590459631,0.7310435865708259,0.21516513074333932,0.05379128268583483,0.7562044902224749,0.4865391245476077,0.26666666666666666,0.2,,,C,CROSS,19,OUTSIDE_RIGHT
2023091002,975,6,10,18.449412665229445,0.0,0.0,0.0,0.0,0.0,0.0,,44872,0.0,0.0,0.0,0.0,0.22416568293963055,-0.18897762200344853,1.306331604719162,0.1483496129512787,0.3373272349547272,-1.1579819917678833,0.10594177170271109,0.7877302172639857,0.1698158261888113,0.042453956547202826,0.8989284870467541,0.7978569740935082,0.45000000000000007,0.2,,,I,SLANT,5,INSIDE_BOX
2023091002,1048,7,6,4.71301454622671,0.0,0.0,0.0,0.0,0.0,0.0,,38843,0.0,0.0,0.0,0.0,0.35,-0.4513450663665246,0.2454037070274353,-0.39894789457321167,0.052397171793312936,-0.644351601600647,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,,,,,,,I,FLAT,-5,INSIDE_BOX
2023091002,1071,6,8,10.394504650520263,0.0,0.0,0.0,0.0,0.0,0.0,,53455,0.0,0.0,0.0,0.0,0.2623220926229307,-0.26478824261944434,0.9298210740089417,-0.015636861324310303,0.249151381295134,-0.945457935333252,0.09204171872673104,0.7538223654407085,0.19694210764743328,0.04923552691185832,0.7710909794345115,0.7710909794345115,,,,,I,SLANT,-1,INSIDE_BOX
2023091002,1209,7,11,24.57674009191834,0.0,0.0,0.0,0.0,0.0,0.0,,54525,0.0,0.0,0.0,0.0,0.2847320156215436,0.10097713742864062,0.4614751935005188,0.29907333850860596,0.19809620107996534,-0.16240185499191284,0.08458203428637513,0.7341891958858104,0.21264864329135158,0.053162160822837895,0.9551496323894573,0.9102992647789144,0.2,0.2,,,C,OUT,6,INSIDE_BOX
2023091002,1260,5,34,48.020632328721454,0.4117647058823529,11.0,0.0,0.0,0.0,80.0,,54525,0.0,-3.6552363035106604e-14,0.0,0.004117647058823529,0.20521063534291026,0.20131567641740344,2.0868870615959167,0.5830411314964294,0.381725455079026,-1.5038459300994873,0.11342814414621129,0.8048034658542838,0.1561572273165729,0.03903930682914322,0.9964284938996922,0.9821424694984615,0.20000000000000004,0.2,3.3000000000000003,3.3000000000000003,I,POST,44,INSIDE_BOX
2023091002,1412,6,21,37.310855558036906,0.0,0.0,0.0,0.0,0.0,0.0,,52452,0.0,0.0,0.0,0.0,0.2914549127436359,-0.07537091366233051,1.9363190531730652,0.10751289129257202,0.18288380495490253,-1.8288061618804932,0.0824428285539454,0.728339298750967,0.21732856099922634,0.054332140249806586,1.0,1.0,0.30000000000000004,0.2,2.1,2.1,I,GO,26,INSIDE_BOX
2023091002,1464,6,9,19.82948375866706,0.0,0.0,0.0,0.0,0.0,0.0,,55925,0.0,0.0,0.0,0.0,0.12774774960046578,-0.5163621680873336,-0.6433318927884102,0.05104201287031174,0.5674041809576453,0.6943739056587219,0.14827478745468844,0.8762058562199391,0.09903531502404879,0.024758828756012197,1.0,1.0,0.30000000000000004,0.30000000000000004,,,C,FLAT,1,OUTSIDE_LEFT
