game_id,play_id,n_defenders,num_frames_output,corridor_len,dacs_mean,dacs_max,dacs_final,dacs_final_lo,dacs_final_hi,peak_collapse_rate,time_to_50pct,top_contributor_nfl_id,top_contributor_ps_pct,ce_mean_norm,ce_final_norm,bfoi,coverage_intensity,eaepa_model,eaepa_realized,baseline_epa,expected_epa_coverage,actual_epa,dvi,prob_catch,prob_incomplete,prob_interception,pursuit_eff_mean,pursuit_eff_min,hrt_mean,hrt_min,arrival_mean,arrival_min,pass_result,route_of_targeted_receiver,expected_points_added,pass_length,pass_location_type,team_coverage_man_zone
2023091013,422,7,8,16.812688380712775,0.0,0.0,0.0,0.0,0.0,0.0,,38540,0.0,0.0,0.0,0.0,0.187301146136793,-0.09541789406646034,1.0747267305850983,0.1483496129512787,0.24376750701773903,-0.9263771176338196,0.07865797368755513,0.7036315281349964,0.27125492995144723,0.025113541913556404,0.8759481250456268,0.7518962500912536,0.2,0.2,,,I,HITCH,-0.9263771176338196,5,INSIDE_BOX,ZONE_COVERAGE
2023091013,485,7,7,12.516058817077347,0.0,0.0,0.0,0.0,0.0,0.0,,56074,0.0,0.0,0.0,0.0,0.11095666897657602,0.6445057922424186,0.5645501725375652,-0.005658257752656937,-0.6501640499950755,-0.5702084302902222,0.018542574812637307,0.4579559930854439,0.39816663262496343,0.1438773742895927,0.7547513045321269,0.26425391359638095,0.2,0.2,0.7000000000000001,0.7000000000000001,C,OUT,-0.5702084302902222,2,INSIDE_BOX,MAN_COVERAGE
2023091013,539,6,19,30.31567967163948,0.0,0.0,0.0,0.0,0.0,0.0,,55888,0.0,0.0,0.0,0.0,0.2248532131087344,0.17950266397822998,-3.580642431974411,0.36472824215888977,0.1852255781806598,3.945370674133301,0.06591646256402006,0.6292559453230449,0.367572602614518,0.0031714520624371192,1.0,1.0,0.30000000000000004,0.30000000000000004,,,C,GO,3.945370674133301,17,INSIDE_BOX,MAN_COVERAGE
2023091013,616,7,14,24.88296805388937,0.0,0.0,0.0,0.0,0.0,0.0,,55888,0.0,0.0,0.0,0.0,0.163677183479601,1.404647948662154,0.8203964233398438,0.29907333850860596,-1.105574610153548,-0.5213230848312378,0.01454751354465382,0.31529827966397167,0.4892430755721606,0.1954586447638677,0.8868539196978961,0.6802448269528811,0.2,0.2,1.3,1.3,I,CORNER,-0.5213230848312378,6,INSIDE_BOX,ZONE_COVERAGE
2023091013,639,6,8,17.48064313717632,0.0,0.0,0.0,0.0,0.0,0.0,,44830,0.0,0.0,0.0,0.0,0.35,-0.6273415891226556,-0.3412972819060087,-0.0296602975577116,0.597681291564944,0.3116369843482971,0.13789809316441812,0.8523246589657635,0.14335847808828253,0.004316862945954018,1.0,1.0,,,,,C,FLAT,0.3116369843482971,0,OUTSIDE_RIGHT,ZONE_COVERAGE
2023091013,801,7,9,15.437814169672329,0.0,0.0,0.0,0.0,0.0,0.0,,54632,0.0,0.0,0.0,0.0,0.2549506600808984,0.2051094815742979,5.713412404060364,0.29907333850860596,0.09396385693430806,-5.414339065551758,0.06275440315796187,0.6516546534189435,0.3088398839290453,0.03950546265201126,0.8714141751502281,0.7428283503004562,0.25,0.2,,,IN,FLAT,-5.414339065551758,6,INSIDE_BOX,ZONE_COVERAGE
2023091013,1015,6,9,18.532534784523094,0.0,0.0,0.0,0.0,0.0,0.0,,55888,0.0,0.0,0.0,0.0,0.23957007296082425,-0.10039415056695983,1.2540487945079803,0.1483496129512787,0.24874376351823851,-1.1056991815567017,0.07902803960847272,0.7043482451335119,0.2715312161585326,0.024120538707955518,0.8603478833278988,0.8603478833278988,0.2,0.2,,,I,OUT,-1.1056991815567017,5,INSIDE_BOX,ZONE_COVERAGE
2023091013,1072,7,15,26.264717387999355,0.0,0.0,0.0,0.0,0.0,0.0,,54579,0.0,0.0,0.0,0.0,0.2473087388983092,0.23882926460217263,0.702531173825264,0.20701394975185394,-0.0318153148503187,-0.49551722407341003,0.05293117807011366,0.5264510966212658,0.4635472768518412,0.01000162652689296,1.0,1.0,0.8,0.2,1.5,1.5,I,CORNER,-0.49551722407341003,13,OUTSIDE_RIGHT,ZONE_COVERAGE
2023091013,1117,7,10,15.651005413703329,0.0,0.0,0.0,0.0,0.0,0.0,,56074,0.0,0.0,0.0,0.0,0.22159670078733215,-0.044229260948446744,0.714025691151619,0.043464675545692444,0.08769393649413919,-0.6705610156059265,0.05838153040055938,0.5865501110763278,0.4054288528354014,0.00802103608827073,1.0,1.0,0.2,0.2,,,C,FLAT,-0.6705610156059265,3,INSIDE_BOX,ZONE_COVERAGE
2023091013,1142,7,8,9.729343752533946,0.0,0.0,0.0,0.0,0.0,0.0,,56074,0.0,0.0,0.0,0.0,0.35,-0.3091995214841824,-2.6508919075131416,0.10250460356473923,0.4117041250489216,2.753396511077881,0.1003980788329264,0.7636224123901607,0.22651976621221467,0.00985782139762461,0.8520266048542942,0.7040532097085882,0.30000000000000004,0.30000000000000004,,,C,SLANT,2.753396511077881,4,INSIDE_BOX,MAN_COVERAGE
