game_id,play_id,n_defenders,num_frames_output,corridor_len,dacs_mean,dacs_max,dacs_final,dacs_final_lo,dacs_final_hi,peak_collapse_rate,time_to_50pct,top_contributor_nfl_id,top_contributor_ps_pct,ce_mean_norm,ce_final_norm,bfoi,coverage_intensity,eaepa_model,eaepa_realized,baseline_epa,expected_epa_coverage,actual_epa,dvi,prob_catch,prob_incomplete,prob_interception,pursuit_eff_mean,pursuit_eff_min,hrt_mean,hrt_min,arrival_mean,arrival_min,pass_result,pass_length,pass_location_type
2023091001,166,7,7,11.391374252040615,0.0,0.0,0.0,0.0,0.0,0.0,,46672,0.0,0.0,0.0,0.0,0.35,-0.19356582575830927,0.011211305856704712,-0.14116865396499634,0.052397171793312936,-0.15237995982170105,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,,,,,,,C,-2,INSIDE_BOX
2023091001,284,7,10,17.21772885428504,0.0,0.0,0.0,0.0,0.0,0.0,,42393,0.0,0.0,0.0,0.0,0.35,-0.19356582575830927,1.6930926442146301,-0.14116865396499634,0.052397171793312936,-1.8342612981796265,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,1.0,1.0,0.2,0.2,,,C,-2,INSIDE_BOX
2023091001,407,7,11,22.839707879945497,0.0,0.0,0.0,0.0,0.0,0.0,,54502,0.0,0.0,0.0,0.0,0.3021847464363189,-0.1743399723797422,0.5926231741905212,-0.015636861324310303,0.1587031110554319,-0.6082600355148315,0.07912136006201946,0.7190406602723127,0.22476747178214973,0.05619186794553743,1.0,1.0,0.2333333333333333,0.2,,,C,-1,INSIDE_BOX
2023091001,532,5,10,10.592470379822135,0.0,0.0,0.0,0.0,0.0,0.0,,44902,0.0,0.0,0.0,0.0,0.17848913957965437,-0.4339322799599886,4.6774901784956455,0.011066857725381851,0.44499913768537047,-4.666423320770264,0.12466144967066252,0.8291352365725093,0.13669181074199271,0.03417295268549818,0.9513383740598286,0.9513383740598286,,,,,IN,1,INSIDE_BOX
2023091001,559,7,11,20.499720783877567,0.0,0.0,0.0,0.0,0.0,0.0,,52627,0.0,0.0,0.0,0.0,0.35,0.05010743177142629,0.7650161311030388,0.10250460356473923,0.052397171793312936,-0.6625115275382996,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,1.0,1.0,0.2,0.2,,,I,4,INSIDE_BOX
2023091001,893,7,17,31.980317956035044,0.0,0.0,0.0,0.0,0.0,0.0,,42441,0.0,0.0,0.0,0.0,0.25146596734266874,0.4684544299648271,-1.1444252133369446,0.7425321936607361,0.27407776369590897,1.8869574069976807,0.09584055830173945,0.7634077569720313,0.18927379442237502,0.047318448605593755,0.9756051301791179,0.9268153905373536,0.2,0.2,,,C,19,INSIDE_BOX
2023091001,1042,7,12,20.39416901735294,8.041666666666666,52.0,0.0,0.0,0.0,520.0,0.7000000000000001,44854,0.0,-1.2848600705784863e-13,0.0,0.08041666666666665,0.11247097204403395,0.13768376245233127,1.6451553106307983,0.7425321936607361,0.6048484312084048,-0.9026231169700623,0.15599387449939314,0.8906049693154359,0.08751602454765117,0.021879006136912793,0.800960762052549,0.40403455830440205,0.4800000000000001,0.2,,,I,19,INSIDE_BOX
2023091001,1065,7,8,13.94585419768575,0.0,0.0,0.0,0.0,0.0,0.0,,46077,0.0,0.0,0.0,0.0,0.35,-0.4399096470454644,1.1216455399990082,-0.3875124752521515,0.052397171793312936,-1.5091580152511597,0.06566785572730875,0.6781609195402298,0.25747126436781603,0.06436781609195401,,,,,,,C,-7,INSIDE_BOX
2023091001,1232,7,11,17.839982736343284,0.36363636363636365,4.0,4.0,1.0,9.0,40.0,,42441,4.0,-4.672218438467223e-14,-5.139440282313945e-13,0.0018181818181818182,0.1332631078740919,-0.5428868703619257,0.17216109111905098,0.011066857725381851,0.5539537280873076,-0.16109423339366913,0.14555868180291875,0.8710335109127522,0.10317319126979817,0.025793297817449542,0.3826570252378556,0.24810346030312014,0.9,0.9,,,C,1,INSIDE_BOX
2023091001,1368,7,9,13.76188023917323,48.0,100.0,100.0,98.5,100.0,680.0,0.6000000000000001,52436,100.0,-2.855244601285525e-13,-5.139440282313945e-13,0.42444444444444446,0.8542916114907495,1.3324830560323238,-1.2201432287693024,0.39122435450553894,-0.9412587015267848,1.6113675832748413,0.03042745527711264,0.2960524996326727,0.5631580002938618,0.14078950007346544,0.8424197971761473,0.6665088448902018,0.2,0.2,,,C,11,INSIDE_BOX
